CHEMid,Smiles,data_source,ActivityValue_pIC50
CHEMBL5086804,CNc1ccc2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086772,CC(C)c1nc(NCCN(C)C)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5076956,CCc1cc(NCCOC)c2ccc(OCc3cncc(-c4c[nH]c5c(N)ncnc45)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5076971,CNc1ccc2ccc(OCc3nc(-n4ccc5c(N)ncnc54)cs3)cc2n1.O=C(O)C(F)(F)F,CHEMBL4739695,8.0
CHEMBL5085089,Nc1ncnc2c1ccn2[C@H]1C[C@H](O)[C@@H](CCc2ccc3ccc(N4CCC4)nc3c2)O1,CHEMBL4739695,8.0
CHEMBL5077106,CCc1cc(N2CCNCC2)c2ccc(OCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086363,Nc1ncnc2c1c(-n1ccc(C(F)(F)F)n1)cn2[C@@H]1O[C@H](COc2ccc3ccc(N4CCC4)nc3c2)[C@@H](O)[C@@H]1F,CHEMBL4739695,8.0
CHEMBL5076876,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccccn5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5086309,CCNc1ccc2ccc(CC[C@H]3O[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077184,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(F)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5086097,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ncc(N6CCC6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5077214,Cn1ccc(-c2cn([C@@H]3C[C@H](COc4ccc5ccc(N6CCC6)nc5c4)[C@@H](O)C3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5086073,CNc1ccc2ccc(OCc3cncc(-n4cc(C5CCC(F)(F)CC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086067,CNc1ccc2ccc(OCc3cncc(-n4cc(-c5ncco5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086063,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(CC5CC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077233,CCc1nc(N)c2ccn(-c3cncc(COc4ccc5ccc(NC)nc5c4)c3)c2n1,CHEMBL4739695,8.0
CHEMBL5086303,CNc1ccc2ccc(OCc3cncc(-n4cc(C)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5077244,CCc1cc(NCCOC)c2ncc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086807,CNc1ccc2ccc(OCc3cc(CO)cc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086817,CC(C)c1cc(N)c2ccc(OCc3cncc(-c4c[nH]c5c(N)ncnc45)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087838,CCNc1ccc2ccc(OC[C@H]3O[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5087585,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccc(C)cn5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5087576,CCc1cc(NCCCN(C)C)c2ccc(OCc3cncc(-n4cc(-c5ccn(C)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087563,CCc1cc(N2CCC(F)(F)CC2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5076578,Cc1cc(NCCN(C)CCCCc2ccccc2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087404,CCc1cc(NC)c2ccc(OCc3cncc(-n4cc(-c5ccn(CCOC)n5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087304,CCc1cc(N2CCCC2)c2ccc(OCc3cncc(-n4ccc5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086816,Cc1ccn(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(N6CC(O)C6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5087281,Nc1ncnc2c1c(Cl)cn2-c1cncc(COc2ccc3ccc(N4CCCC4)nc3c2)c1,CHEMBL4739695,8.0
CHEMBL5076753,Nc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(Br)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5087153,CNc1ccc2ccc(OCc3cncc(-n4cc(CC5CC5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087122,CNc1ccc2ccc(OCc3cccc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5076821,CNc1ccc2ccc(OCc3cncc(-n4cc(-c5ccc(C)o5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086926,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccnn5C)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5086891,CCNc1ccc2ccc(CCc3cncc(-n4cc([C@@H]5CCCO5)c5c(N)ncnc54)n3)cc2n1,CHEMBL4739695,8.0
CHEMBL5086859,CCc1cc(NCCOC)c2c(F)cc(OCc3cncc(-n4cc([C@H]5CCCO5)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087274,CC(C)Nc1ccc2ccc(CC[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5085882,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5086636,CNc1ccc2ccc(CCc3cncc(-n4cc(F)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5087986,CCc1cc(N(C)C)c2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5085428,Nc1ccc2ccc(CC[C@H]3C[C@@H](n4cc(C5CCCC5)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077443,CCc1cc(NC)c2ccc(OC[C@H]3O[C@@H](n4cc(-c5ccn(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077410,Cn1ccc(-c2cn([C@@H]3O[C@H](COc4ccc5ccc(N6CC(O)C6)nc5c4)[C@@H](O)[C@@H]3F)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5085740,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cc(C)n(C)n5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077553,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C5CCN(C)C5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077428,CNc1ccc2ccc(OCc3cncc(-n4cc(Cl)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5085304,Cc1nc(-c2cn(-c3cncc(COc4ccc5ccc(N6CCC6)nc5c4)c3)c3ncnc(N)c23)co1,CHEMBL4739695,8.0
CHEMBL5077639,CNc1ccc2ccc(OCc3cncc(-c4c(C)[nH]c5c(N)ncnc45)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5085295,CCc1cc(NCCOC)c2c(F)cc(OCc3cncc(-n4cc(COC)c5c(N)ncnc54)c3)cc2n1,CHEMBL4739695,8.0
CHEMBL5085254,Cn1ccc(-c2cn([C@@H]3C[C@H](CCc4ccc5ccc(N6CCC6)nc5c4)[C@@H](O)C3)c3ncnc(N)c23)n1,CHEMBL4739695,8.0
CHEMBL5085252,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(Br)c5c(N)ncnc54)[C@H](O)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5085179,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cccnc5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5085125,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(-c5cn(C(C)C)cn5)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5077280,CNc1ccc2ccc(OC[C@H]3O[C@@H](n4cc(C)c5c(N)ncnc54)[C@@H](F)[C@@H]3O)cc2n1,CHEMBL4739695,8.0
CHEMBL5085575,Nc1ncnc2c1c(C1CCCC1)cn2-c1cncc(COc2ccc3ccc(N4CCC4)nc3c2)c1,CHEMBL4739695,8.0
CHEMBL5077332,CNc1cc(N2CCC3(CC2)CN(c2cc(F)c(CN4CCC(C)(C)CC4)cc2F)CC(=O)N3)ncn1,CHEMBL4739695,8.301029995663981
